Max Height Percentage, Count, Total Collision Count, Time increment tau[s], MaxH, StartH, Count of y_0' < y_max 
57.92%,21,,,,,
57.93%,18,,,,,
57.94%,28,,,,,
57.95%,27,,,,,
57.96%,30,,,,,
57.97%,29,,,,,
57.98%,19,,,,,
57.99%,21,,,,,
58%,27,,,,,
58.01%,30,,,,,
58.02%,22,,,,,
58.03%,26,,,,,
58.04%,15,,,,,
58.05%,27,,,,,
58.06%,19,,,,,
58.07%,27,,,,,
58.08%,19,,,,,
58.09%,13,,,,,
58.10%,18,,,,,
58.11%,24,,,,,
58.12%,22,,,,,
58.13%,22,,,,,
58.14%,23,,,,,
58.15%,33,,,,,
58.16%,29,,,,,
58.17%,29,,,,,
58.18%,21,,,,,
58.19%,27,,,,,
58.20%,29,,,,,
58.21%,28,,,,,
58.22%,24,,,,,
58.23%,25,,,,,
58.24%,21,,,,,
58.25%,32,,,,,
58.26%,26,,,,,
58.27%,16,,,,,
58.28%,25,,,,,
58.29%,25,,,,,
58.30%,20,,,,,
58.31%,31,,,,,
58.32%,19,,,,,
58.33%,17,,,,,
58.34%,25,,,,,
58.35%,16,,,,,
58.36%,23,,,,,
58.37%,21,,,,,
58.38%,24,,,,,
58.39%,24,,,,,
58.40%,24,,,,,
58.41%,19,,,,,
58.42%,22,,,,,
58.43%,24,,,,,
58.44%,19,,,,,
58.45%,18,,,,,
58.46%,19,,,,,
58.47%,23,,,,,
58.48%,25,,,,,
58.49%,28,,,,,
58.50%,23,,,,,
58.51%,25,,,,,
58.52%,25,,,,,
58.53%,22,,,,,
58.54%,25,,,,,
58.55%,23,,,,,
58.56%,24,,,,,
58.57%,22,,,,,
58.58%,20,,,,,
58.59%,12,,,,,
58.60%,23,,,,,
58.61%,20,,,,,
58.62%,20,,,,,
58.63%,17,,,,,
58.64%,18,,,,,
58.65%,19,,,,,
58.66%,26,,,,,
58.67%,19,,,,,
58.68%,22,,,,,
58.69%,19,,,,,
58.70%,22,,,,,
58.71%,19,,,,,
58.72%,23,,,,,
58.73%,24,,,,,
58.74%,23,,,,,
58.75%,14,,,,,
58.76%,26,,,,,
58.77%,18,,,,,
58.78%,24,,,,,
58.79%,24,,,,,
58.80%,27,,,,,
58.81%,21,,,,,
58.82%,17,,,,,
58.83%,21,,,,,
58.84%,25,,,,,
58.85%,20,,,,,
58.86%,19,,,,,
58.87%,28,,,,,
58.88%,20,,,,,
58.89%,26,,,,,
58.90%,17,,,,,
58.91%,28,,,,,
58.92%,25,,,,,
58.93%,19,,,,,
58.94%,22,,,,,
58.95%,21,,,,,
58.96%,36,,,,,
58.97%,23,,,,,
58.98%,20,,,,,
58.99%,24,,,,,
59%,27,,,,,
59.01%,26,,,,,
59.02%,20,,,,,
59.03%,26,,,,,
59.04%,28,,,,,
59.05%,19,,,,,
59.06%,17,,,,,
59.07%,24,,,,,
59.08%,24,,,,,
59.09%,24,,,,,
59.10%,18,,,,,
59.11%,23,,,,,
59.12%,21,,,,,
59.13%,16,,,,,
59.14%,22,,,,,
59.15%,13,,,,,
59.16%,24,,,,,
59.17%,11,,,,,
59.18%,23,,,,,
59.19%,25,,,,,
59.20%,19,,,,,
59.21%,25,,,,,
59.22%,23,,,,,
59.23%,25,,,,,
59.24%,22,,,,,
59.25%,21,,,,,
59.26%,25,,,,,
59.27%,19,,,,,
59.28%,18,,,,,
59.29%,25,,,,,
59.30%,25,,,,,
59.31%,20,,,,,
59.32%,25,,,,,
59.33%,12,,,,,
59.34%,14,,,,,
59.35%,22,,,,,
59.36%,21,,,,,
59.37%,17,,,,,
59.38%,19,,,,,
59.39%,21,,,,,
59.40%,29,,,,,
59.41%,33,,,,,
59.42%,12,,,,,
59.43%,17,,,,,
59.44%,17,,,,,
59.45%,18,,,,,
59.46%,23,,,,,
59.47%,23,,,,,
59.48%,9,,,,,
59.49%,27,,,,,
59.50%,24,,,,,
59.51%,17,,,,,
59.52%,28,,,,,
59.53%,14,,,,,
59.54%,15,,,,,
59.55%,24,,,,,
59.56%,15,,,,,
59.57%,18,,,,,
59.58%,16,,,,,
59.59%,17,,,,,
59.60%,25,,,,,
59.61%,15,,,,,
59.62%,20,,,,,
59.63%,16,,,,,
59.64%,20,,,,,
59.65%,23,,,,,
59.66%,16,,,,,
59.67%,19,,,,,
59.68%,17,,,,,
59.69%,19,,,,,
59.70%,21,,,,,
59.71%,18,,,,,
59.72%,17,,,,,
59.73%,20,,,,,
59.74%,26,,,,,
59.75%,15,,,,,
59.76%,17,,,,,
59.77%,26,,,,,
59.78%,29,,,,,
59.79%,19,,,,,
59.80%,24,,,,,
59.81%,20,,,,,
59.82%,15,,,,,
59.83%,21,,,,,
59.84%,17,,,,,
59.85%,22,,,,,
59.86%,19,,,,,
59.87%,20,,,,,
59.88%,9,,,,,
59.89%,21,,,,,
59.90%,20,,,,,
59.91%,19,,,,,
59.92%,13,,,,,
59.93%,19,,,,,
59.94%,26,,,,,
59.95%,18,,,,,
59.96%,20,,,,,
59.97%,22,,,,,
59.98%,17,,,,,
59.99%,19,,,,,
60%,17,,,,,
60.01%,21,,,,,
60.02%,14,,,,,
60.03%,19,,,,,
60.04%,16,,,,,
60.05%,26,,,,,
60.06%,19,,,,,
60.07%,20,,,,,
60.08%,27,,,,,
60.09%,18,,,,,
60.10%,11,,,,,
60.11%,21,,,,,
60.12%,20,,,,,
60.13%,23,,,,,
60.14%,15,,,,,
60.15%,19,,,,,
60.16%,22,,,,,
60.17%,25,,,,,
60.18%,26,,,,,
60.19%,26,,,,,
60.20%,26,,,,,
60.21%,20,,,,,
60.22%,15,,,,,
60.23%,16,,,,,
60.24%,20,,,,,
60.25%,14,,,,,
60.26%,26,,,,,
60.27%,17,,,,,
60.28%,18,,,,,
60.29%,21,,,,,
60.30%,22,,,,,
60.31%,15,,,,,
60.32%,24,,,,,
60.33%,15,,,,,
60.34%,24,,,,,
60.35%,24,,,,,
60.36%,18,,,,,
60.37%,35,,,,,
60.38%,23,,,,,
60.39%,17,,,,,
60.40%,24,,,,,
60.41%,15,,,,,
60.42%,21,,,,,
60.43%,30,,,,,
60.44%,24,,,,,
60.45%,19,,,,,
60.46%,19,,,,,
60.47%,26,,,,,
60.48%,19,,,,,
60.49%,21,,,,,
60.50%,16,,,,,
60.51%,20,,,,,
60.52%,18,,,,,
60.53%,23,,,,,
60.54%,21,,,,,
60.55%,25,,,,,
60.56%,21,,,,,
60.57%,21,,,,,
60.58%,14,,,,,
60.59%,28,,,,,
60.60%,27,,,,,
60.61%,16,,,,,
60.62%,22,,,,,
60.63%,17,,,,,
60.64%,19,,,,,
60.65%,21,,,,,
60.66%,17,,,,,
60.67%,23,,,,,
60.68%,26,,,,,
60.69%,13,,,,,
60.70%,15,,,,,
60.71%,23,,,,,
60.72%,20,,,,,
60.73%,22,,,,,
60.74%,18,,,,,
60.75%,22,,,,,
60.76%,18,,,,,
60.77%,20,,,,,
60.78%,16,,,,,
60.79%,19,,,,,
60.80%,18,,,,,
60.81%,18,,,,,
60.82%,24,,,,,
60.83%,14,,,,,
60.84%,21,,,,,
60.85%,25,,,,,
60.86%,20,,,,,
60.87%,17,,,,,
60.88%,23,,,,,
60.89%,20,,,,,
60.90%,16,,,,,
60.91%,15,,,,,
60.92%,13,,,,,
60.93%,16,,,,,
60.94%,22,,,,,
60.95%,13,,,,,
60.96%,18,,,,,
60.97%,15,,,,,
60.98%,18,,,,,
60.99%,16,,,,,
61%,17,,,,,
61.01%,16,,,,,
61.02%,22,,,,,
61.03%,21,,,,,
61.04%,24,,,,,
61.05%,23,,,,,
61.06%,16,,,,,
61.07%,16,,,,,
61.08%,18,,,,,
61.09%,12,,,,,
61.10%,16,,,,,
61.11%,20,,,,,
61.12%,10,,,,,
61.13%,26,,,,,
61.14%,20,,,,,
61.15%,21,,,,,
61.16%,18,,,,,
61.17%,21,,,,,
61.18%,14,,,,,
61.19%,16,,,,,
61.20%,18,,,,,
61.21%,23,,,,,
61.22%,26,,,,,
61.23%,16,,,,,
61.24%,14,,,,,
61.25%,15,,,,,
61.26%,19,,,,,
61.27%,15,,,,,
61.28%,13,,,,,
61.29%,21,,,,,
61.30%,15,,,,,
61.31%,17,,,,,
61.32%,16,,,,,
61.33%,21,,,,,
61.34%,16,,,,,
61.35%,15,,,,,
61.36%,15,,,,,
61.37%,23,,,,,
61.38%,16,,,,,
61.39%,11,,,,,
61.40%,17,,,,,
61.41%,17,,,,,
61.42%,23,,,,,
61.43%,19,,,,,
61.44%,26,,,,,
61.45%,15,,,,,
61.46%,19,,,,,
61.47%,16,,,,,
61.48%,17,,,,,
61.49%,17,,,,,
61.50%,22,,,,,
61.51%,18,,,,,
61.52%,13,,,,,
61.53%,16,,,,,
61.54%,17,,,,,
61.55%,14,,,,,
61.56%,19,,,,,
61.57%,17,,,,,
61.58%,7,,,,,
61.59%,14,,,,,
61.60%,20,,,,,
61.61%,26,,,,,
61.62%,23,,,,,
61.63%,13,,,,,
61.64%,21,,,,,
61.65%,13,,,,,
61.66%,20,,,,,
61.67%,13,,,,,
61.68%,16,,,,,
61.69%,12,,,,,
61.70%,16,,,,,
61.71%,17,,,,,
61.72%,19,,,,,
61.73%,17,,,,,
61.74%,31,,,,,
61.75%,20,,,,,
61.76%,23,,,,,
61.77%,14,,,,,
61.78%,23,,,,,
61.79%,22,,,,,
61.80%,22,,,,,
61.81%,23,,,,,
61.82%,15,,,,,
61.83%,17,,,,,
61.84%,15,,,,,
61.85%,15,,,,,
61.86%,19,,,,,
61.87%,18,,,,,
61.88%,14,,,,,
61.89%,12,,,,,
61.90%,21,,,,,
61.91%,16,,,,,
61.92%,14,,,,,
61.93%,18,,,,,
61.94%,17,,,,,
61.95%,14,,,,,
61.96%,17,,,,,
61.97%,13,,,,,
61.98%,15,,,,,
61.99%,15,,,,,
62%,17,,,,,
62.01%,16,,,,,
62.02%,21,,,,,
62.03%,16,,,,,
62.04%,17,,,,,
62.05%,13,,,,,
62.06%,19,,,,,
62.07%,19,,,,,
62.08%,16,,,,,
62.09%,12,,,,,
62.10%,17,,,,,
62.11%,20,,,,,
62.12%,19,,,,,
62.13%,15,,,,,
62.14%,9,,,,,
62.15%,16,,,,,
62.16%,11,,,,,
62.17%,16,,,,,
62.18%,11,,,,,
62.19%,24,,,,,
62.20%,21,,,,,
62.21%,16,,,,,
62.22%,22,,,,,
62.23%,13,,,,,
62.24%,12,,,,,
62.25%,16,,,,,
62.26%,10,,,,,
62.27%,18,,,,,
62.28%,19,,,,,
62.29%,18,,,,,
62.30%,20,,,,,
62.31%,10,,,,,
62.32%,16,,,,,
62.33%,12,,,,,
62.34%,12,,,,,
62.35%,11,,,,,
62.36%,11,,,,,
62.37%,26,,,,,
62.38%,17,,,,,
62.39%,22,,,,,
62.40%,15,,,,,
62.41%,20,,,,,
62.42%,10,,,,,
62.43%,20,,,,,
62.44%,20,,,,,
62.45%,20,,,,,
62.46%,18,,,,,
62.47%,19,,,,,
62.48%,19,,,,,
62.49%,15,,,,,
62.50%,13,,,,,
62.51%,8,,,,,
62.52%,15,,,,,
62.53%,18,,,,,
62.54%,21,,,,,
62.55%,16,,,,,
62.56%,17,,,,,
62.57%,16,,,,,
62.58%,20,,,,,
62.59%,14,,,,,
62.60%,8,,,,,
62.61%,9,,,,,
62.62%,17,,,,,
62.63%,13,,,,,
62.64%,18,,,,,
62.65%,16,,,,,
62.66%,16,,,,,
62.67%,17,,,,,
62.68%,12,,,,,
62.69%,11,,,,,
62.70%,19,,,,,
62.71%,18,,,,,
62.72%,19,,,,,
62.73%,14,,,,,
62.74%,18,,,,,
62.75%,15,,,,,
62.76%,12,,,,,
62.77%,15,,,,,
62.78%,16,,,,,
62.79%,13,,,,,
62.80%,14,,,,,
62.81%,16,,,,,
62.82%,16,,,,,
62.83%,19,,,,,
62.84%,16,,,,,
62.85%,15,,,,,
62.86%,15,,,,,
62.87%,17,,,,,
62.88%,15,,,,,
62.89%,18,,,,,
62.90%,19,,,,,
62.91%,9,,,,,
62.92%,17,,,,,
62.93%,19,,,,,
62.94%,17,,,,,
62.95%,15,,,,,
62.96%,16,,,,,
62.97%,8,,,,,
62.98%,18,,,,,
62.99%,18,,,,,
63%,10,,,,,
63.01%,18,,,,,
63.02%,16,,,,,
63.03%,19,,,,,
63.04%,13,,,,,
63.05%,6,,,,,
63.06%,16,,,,,
63.07%,20,,,,,
63.08%,13,,,,,
63.09%,16,,,,,
63.10%,16,,,,,
63.11%,16,,,,,
63.12%,15,,,,,
63.13%,20,,,,,
63.14%,15,,,,,
63.15%,16,,,,,
63.16%,12,,,,,
63.17%,20,,,,,
63.18%,12,,,,,
63.19%,8,,,,,
63.20%,14,,,,,
63.21%,14,,,,,
63.22%,9,,,,,
63.23%,9,,,,,
63.24%,21,,,,,
63.25%,16,,,,,
63.26%,16,,,,,
63.27%,14,,,,,
63.28%,17,,,,,
63.29%,12,,,,,
63.30%,16,,,,,
63.31%,18,,,,,
63.32%,13,,,,,
63.33%,13,,,,,
63.34%,14,,,,,
63.35%,11,,,,,
63.36%,15,,,,,
63.37%,10,,,,,
63.38%,18,,,,,
63.39%,16,,,,,
63.40%,18,,,,,
63.41%,11,,,,,
63.42%,18,,,,,
63.43%,14,,,,,
63.44%,15,,,,,
63.45%,18,,,,,
63.46%,12,,,,,
63.47%,8,,,,,
63.48%,12,,,,,
63.49%,12,,,,,
63.50%,10,,,,,
63.51%,15,,,,,
63.52%,16,,,,,
63.53%,16,,,,,
63.54%,18,,,,,
63.55%,19,,,,,
63.56%,10,,,,,
63.57%,16,,,,,
63.58%,11,,,,,
63.59%,12,,,,,
63.60%,12,,,,,
63.61%,14,,,,,
63.62%,23,,,,,
63.63%,15,,,,,
63.64%,12,,,,,
63.65%,17,,,,,
63.66%,24,,,,,
63.67%,18,,,,,
63.68%,14,,,,,
63.69%,16,,,,,
63.70%,15,,,,,
63.71%,20,,,,,
63.72%,12,,,,,
63.73%,8,,,,,
63.74%,17,,,,,
63.75%,9,,,,,
63.76%,14,,,,,
63.77%,13,,,,,
63.78%,18,,,,,
63.79%,10,,,,,
63.80%,13,,,,,
63.81%,14,,,,,
63.82%,11,,,,,
63.83%,15,,,,,
63.84%,14,,,,,
63.85%,19,,,,,
63.86%,14,,,,,
63.87%,10,,,,,
63.88%,7,,,,,
63.89%,11,,,,,
63.90%,18,,,,,
63.91%,14,,,,,
63.92%,13,,,,,
63.93%,13,,,,,
63.94%,9,,,,,
63.95%,11,,,,,
63.96%,12,,,,,
63.97%,15,,,,,
63.98%,11,,,,,
63.99%,11,,,,,
64%,15,,,,,
64.01%,13,,,,,
64.02%,14,,,,,
64.03%,11,,,,,
64.04%,12,,,,,
64.05%,23,,,,,
64.06%,18,,,,,
64.07%,12,,,,,
64.08%,17,,,,,
64.09%,12,,,,,
64.10%,6,,,,,
64.11%,8,,,,,
64.12%,27,,,,,
64.13%,17,,,,,
64.14%,10,,,,,
64.15%,14,,,,,
64.16%,14,,,,,
64.17%,12,,,,,
64.18%,6,,,,,
64.19%,13,,,,,
64.20%,19,,,,,
64.21%,11,,,,,
64.22%,11,,,,,
64.23%,10,,,,,
64.24%,15,,,,,
64.25%,14,,,,,
64.26%,13,,,,,
64.27%,9,,,,,
64.28%,14,,,,,
64.29%,14,,,,,
64.30%,14,,,,,
64.31%,14,,,,,
64.32%,13,,,,,
64.33%,13,,,,,
64.34%,16,,,,,
64.35%,14,,,,,
64.36%,15,,,,,
64.37%,10,,,,,
64.38%,16,,,,,
64.39%,10,,,,,
64.40%,15,,,,,
64.41%,18,,,,,
64.42%,9,,,,,
64.43%,15,,,,,
64.44%,15,,,,,
64.45%,7,,,,,
64.46%,8,,,,,
64.47%,10,,,,,
64.48%,9,,,,,
64.49%,16,,,,,
64.50%,15,,,,,
64.51%,10,,,,,
64.52%,15,,,,,
64.53%,14,,,,,
64.54%,9,,,,,
64.55%,16,,,,,
64.56%,10,,,,,
64.57%,12,,,,,
64.58%,14,,,,,
64.59%,11,,,,,
64.60%,8,,,,,
64.61%,13,,,,,
64.62%,10,,,,,
64.63%,15,,,,,
64.64%,13,,,,,
64.65%,10,,,,,
64.66%,16,,,,,
64.67%,12,,,,,
64.68%,16,,,,,
64.69%,12,,,,,
64.70%,13,,,,,
64.71%,7,,,,,
64.72%,17,,,,,
64.73%,8,,,,,
64.74%,9,,,,,
64.75%,13,,,,,
64.76%,11,,,,,
64.77%,12,,,,,
64.78%,12,,,,,
64.79%,8,,,,,
64.80%,10,,,,,
64.81%,13,,,,,
64.82%,12,,,,,
64.83%,11,,,,,
64.84%,12,,,,,
64.85%,15,,,,,
64.86%,12,,,,,
64.87%,9,,,,,
64.88%,13,,,,,
64.89%,17,,,,,
64.90%,11,,,,,
64.91%,8,,,,,
64.92%,17,,,,,
64.93%,18,,,,,
64.94%,9,,,,,
64.95%,12,,,,,
64.96%,9,,,,,
64.97%,17,,,,,
64.98%,13,,,,,
64.99%,9,,,,,
65%,17,,,,,
65.01%,11,,,,,
65.02%,13,,,,,
65.03%,14,,,,,
65.04%,10,,,,,
65.05%,13,,,,,
65.06%,13,,,,,
65.07%,16,,,,,
65.08%,10,,,,,
65.09%,11,,,,,
65.10%,13,,,,,
65.11%,13,,,,,
65.12%,11,,,,,
65.13%,13,,,,,
65.14%,6,,,,,
65.15%,16,,,,,
65.16%,9,,,,,
65.17%,13,,,,,
65.18%,7,,,,,
65.19%,14,,,,,
65.20%,16,,,,,
65.21%,6,,,,,
65.22%,10,,,,,
65.23%,12,,,,,
65.24%,8,,,,,
65.25%,15,,,,,
65.26%,10,,,,,
65.27%,11,,,,,
65.28%,13,,,,,
65.29%,7,,,,,
65.30%,12,,,,,
65.31%,11,,,,,
65.32%,16,,,,,
65.33%,18,,,,,
65.34%,9,,,,,
65.35%,13,,,,,
65.36%,14,,,,,
65.37%,11,,,,,
65.38%,7,,,,,
65.39%,10,,,,,
65.40%,15,,,,,
65.41%,14,,,,,
65.42%,12,,,,,
65.43%,3,,,,,
65.44%,11,,,,,
65.45%,12,,,,,
65.46%,8,,,,,
65.47%,14,,,,,
65.48%,7,,,,,
65.49%,7,,,,,
65.50%,13,,,,,
65.51%,8,,,,,
65.52%,10,,,,,
65.53%,15,,,,,
65.54%,12,,,,,
65.55%,11,,,,,
65.56%,9,,,,,
65.57%,5,,,,,
65.58%,8,,,,,
65.59%,15,,,,,
65.60%,11,,,,,
65.61%,8,,,,,
65.62%,4,,,,,
65.63%,20,,,,,
65.64%,6,,,,,
65.65%,11,,,,,
65.66%,15,,,,,
65.67%,13,,,,,
65.68%,11,,,,,
65.69%,7,,,,,
65.70%,12,,,,,
65.71%,6,,,,,
65.72%,8,,,,,
65.73%,12,,,,,
65.74%,12,,,,,
65.75%,11,,,,,
65.76%,14,,,,,
65.77%,9,,,,,
65.78%,12,,,,,
65.79%,13,,,,,
65.80%,10,,,,,
65.81%,8,,,,,
65.82%,13,,,,,
65.83%,10,,,,,
65.84%,13,,,,,
65.85%,13,,,,,
65.86%,15,,,,,
65.87%,12,,,,,
65.88%,8,,,,,
65.89%,14,,,,,
65.90%,15,,,,,
65.91%,8,,,,,
65.92%,10,,,,,
65.93%,2,,,,,
65.94%,12,,,,,
65.95%,9,,,,,
65.96%,12,,,,,
65.97%,10,,,,,
65.98%,12,,,,,
65.99%,5,,,,,
66%,8,,,,,
66.01%,16,,,,,
66.02%,7,,,,,
66.03%,13,,,,,
66.04%,16,,,,,
66.05%,9,,,,,
66.06%,13,,,,,
66.07%,12,,,,,
66.08%,8,,,,,
66.09%,9,,,,,
66.10%,15,,,,,
66.11%,15,,,,,
66.12%,13,,,,,
66.13%,9,,,,,
66.14%,9,,,,,
66.15%,13,,,,,
66.16%,9,,,,,
66.17%,6,,,,,
66.18%,10,,,,,
66.19%,7,,,,,
66.20%,14,,,,,
66.21%,10,,,,,
66.22%,6,,,,,
66.23%,7,,,,,
66.24%,4,,,,,
66.25%,10,,,,,
66.26%,4,,,,,
66.27%,12,,,,,
66.28%,14,,,,,
66.29%,7,,,,,
66.30%,9,,,,,
66.31%,16,,,,,
66.32%,13,,,,,
66.33%,8,,,,,
66.34%,9,,,,,
66.35%,8,,,,,
66.36%,13,,,,,
66.37%,10,,,,,
66.38%,10,,,,,
66.39%,14,,,,,
66.40%,11,,,,,
66.41%,12,,,,,
66.42%,15,,,,,
66.43%,9,,,,,
66.44%,11,,,,,
66.45%,6,,,,,
66.46%,8,,,,,
66.47%,12,,,,,
66.48%,14,,,,,
66.49%,8,,,,,
66.50%,10,,,,,
66.51%,9,,,,,
66.52%,13,,,,,
66.53%,9,,,,,
66.54%,11,,,,,
66.55%,11,,,,,
66.56%,5,,,,,
66.57%,9,,,,,
66.58%,13,,,,,
66.59%,10,,,,,
66.60%,11,,,,,
66.61%,17,,,,,
66.62%,9,,,,,
66.63%,7,,,,,
66.64%,9,,,,,
66.65%,12,,,,,
66.66%,9,,,,,
66.67%,15,,,,,
66.68%,12,,,,,
66.69%,15,,,,,
66.70%,13,,,,,
66.71%,5,,,,,
66.72%,9,,,,,
66.73%,11,,,,,
66.74%,6,,,,,
66.75%,10,,,,,
66.76%,11,,,,,
66.77%,6,,,,,
66.78%,9,,,,,
66.79%,5,,,,,
66.80%,12,,,,,
66.81%,8,,,,,
66.82%,18,,,,,
66.83%,13,,,,,
66.84%,12,,,,,
66.85%,11,,,,,
66.86%,10,,,,,
66.87%,9,,,,,
66.88%,7,,,,,
66.89%,12,,,,,
66.90%,10,,,,,
66.91%,10,,,,,
66.92%,7,,,,,
66.93%,13,,,,,
66.94%,14,,,,,
66.95%,12,,,,,
66.96%,8,,,,,
66.97%,10,,,,,
66.98%,6,,,,,
66.99%,7,,,,,
67%,11,,,,,
67.01%,8,,,,,
67.02%,11,,,,,
67.03%,7,,,,,
67.04%,12,,,,,
67.05%,6,,,,,
67.06%,11,,,,,
67.07%,14,,,,,
67.08%,15,,,,,
67.09%,13,,,,,
67.10%,12,,,,,
67.11%,5,,,,,
67.12%,13,,,,,
67.13%,12,,,,,
67.14%,13,,,,,
67.15%,11,,,,,
67.16%,10,,,,,
67.17%,7,,,,,
67.18%,10,,,,,
67.19%,8,,,,,
67.20%,7,,,,,
67.21%,13,,,,,
67.22%,8,,,,,
67.23%,5,,,,,
67.24%,7,,,,,
67.25%,9,,,,,
67.26%,11,,,,,
67.27%,8,,,,,
67.28%,13,,,,,
67.29%,9,,,,,
67.30%,16,,,,,
67.31%,5,,,,,
67.32%,10,,,,,
67.33%,19,,,,,
67.34%,9,,,,,
67.35%,12,,,,,
67.36%,12,,,,,
67.37%,8,,,,,
67.38%,10,,,,,
67.39%,6,,,,,
67.40%,6,,,,,
67.41%,13,,,,,
67.42%,12,,,,,
67.43%,8,,,,,
67.44%,11,,,,,
67.45%,10,,,,,
67.46%,11,,,,,
67.47%,4,,,,,
67.48%,12,,,,,
67.49%,7,,,,,
67.50%,8,,,,,
67.51%,7,,,,,
67.52%,10,,,,,
67.53%,12,,,,,
67.54%,6,,,,,
67.55%,9,,,,,
67.56%,9,,,,,
67.57%,13,,,,,
67.58%,8,,,,,
67.59%,12,,,,,
67.60%,1,,,,,
67.61%,7,,,,,
67.62%,9,,,,,
67.63%,16,,,,,
67.64%,6,,,,,
67.65%,9,,,,,
67.66%,6,,,,,
67.67%,6,,,,,
67.68%,10,,,,,
67.69%,14,,,,,
67.70%,7,,,,,
67.71%,10,,,,,
67.72%,10,,,,,
67.73%,12,,,,,
67.74%,9,,,,,
67.75%,10,,,,,
67.76%,4,,,,,
67.77%,7,,,,,
67.78%,7,,,,,
67.79%,6,,,,,
67.80%,11,,,,,
67.81%,7,,,,,
67.82%,11,,,,,
67.83%,3,,,,,
67.84%,5,,,,,
67.85%,12,,,,,
67.86%,7,,,,,
67.87%,5,,,,,
67.88%,15,,,,,
67.89%,10,,,,,
67.90%,8,,,,,
67.91%,5,,,,,
67.92%,12,,,,,
67.93%,9,,,,,
67.94%,11,,,,,
67.95%,8,,,,,
67.96%,4,,,,,
67.97%,7,,,,,
67.98%,11,,,,,
67.99%,14,,,,,
68%,15,,,,,
68.01%,5,,,,,
68.02%,8,,,,,
68.03%,10,,,,,
68.04%,13,,,,,
68.05%,5,,,,,
68.06%,11,,,,,
68.07%,8,,,,,
68.08%,7,,,,,
68.09%,14,,,,,
68.10%,7,,,,,
68.11%,10,,,,,
68.12%,7,,,,,
68.13%,9,,,,,
68.14%,10,,,,,
68.15%,9,,,,,
68.16%,9,,,,,
68.17%,6,,,,,
68.18%,9,,,,,
68.19%,6,,,,,
68.20%,14,,,,,
68.21%,7,,,,,
68.22%,5,,,,,
68.23%,4,,,,,
68.24%,11,,,,,
68.25%,8,,,,,
68.26%,12,,,,,
68.27%,12,,,,,
68.28%,8,,,,,
68.29%,9,,,,,
68.30%,9,,,,,
68.31%,8,,,,,
68.32%,4,,,,,
68.33%,7,,,,,
68.34%,9,,,,,
68.35%,12,,,,,
68.36%,10,,,,,
68.37%,6,,,,,
68.38%,7,,,,,
68.39%,6,,,,,
68.40%,14,,,,,
68.41%,11,,,,,
68.42%,9,,,,,
68.43%,7,,,,,
68.44%,12,,,,,
68.45%,3,,,,,
68.46%,12,,,,,
68.47%,10,,,,,
68.48%,5,,,,,
68.49%,7,,,,,
68.50%,6,,,,,
68.51%,6,,,,,
68.52%,13,,,,,
68.53%,8,,,,,
68.54%,8,,,,,
68.55%,11,,,,,
68.56%,9,,,,,
68.57%,11,,,,,
68.58%,7,,,,,
68.59%,13,,,,,
68.60%,3,,,,,
68.61%,12,,,,,
68.62%,6,,,,,
68.63%,7,,,,,
68.64%,7,,,,,
68.65%,6,,,,,
68.66%,9,,,,,
68.67%,9,,,,,
68.68%,7,,,,,
68.69%,5,,,,,
68.70%,14,,,,,
68.71%,7,,,,,
68.72%,11,,,,,
68.73%,12,,,,,
68.74%,12,,,,,
68.75%,8,,,,,
68.76%,2,,,,,
68.77%,6,,,,,
68.78%,4,,,,,
68.79%,15,,,,,
68.80%,10,,,,,
68.81%,5,,,,,
68.82%,9,,,,,
68.83%,7,,,,,
68.84%,13,,,,,
68.85%,8,,,,,
68.86%,2,,,,,
68.87%,12,,,,,
68.88%,10,,,,,
68.89%,10,,,,,
68.90%,6,,,,,
68.91%,11,,,,,
68.92%,4,,,,,
68.93%,5,,,,,
68.94%,11,,,,,
68.95%,13,,,,,
68.96%,8,,,,,
68.97%,5,,,,,
68.98%,3,,,,,
68.99%,8,,,,,
69%,6,,,,,
69.01%,7,,,,,
69.02%,12,,,,,
69.03%,5,,,,,
69.04%,8,,,,,
69.05%,3,,,,,
69.06%,9,,,,,
69.07%,7,,,,,
69.08%,6,,,,,
69.09%,8,,,,,
69.10%,11,,,,,
69.11%,8,,,,,
69.12%,7,,,,,
69.13%,7,,,,,
69.14%,12,,,,,
69.15%,7,,,,,
69.16%,5,,,,,
69.17%,4,,,,,
69.18%,16,,,,,
69.19%,6,,,,,
69.20%,4,,,,,
69.21%,11,,,,,
69.22%,6,,,,,
69.23%,6,,,,,
69.24%,8,,,,,
69.25%,6,,,,,
69.26%,11,,,,,
69.27%,3,,,,,
69.28%,11,,,,,
69.29%,8,,,,,
69.30%,5,,,,,
69.31%,5,,,,,
69.32%,5,,,,,
69.33%,7,,,,,
69.34%,9,,,,,
69.35%,7,,,,,
69.36%,9,,,,,
69.37%,6,,,,,
69.38%,4,,,,,
69.39%,7,,,,,
69.40%,7,,,,,
69.41%,7,,,,,
69.42%,4,,,,,
69.43%,7,,,,,
69.44%,3,,,,,
69.45%,5,,,,,
69.46%,3,,,,,
69.47%,5,,,,,
69.48%,8,,,,,
69.49%,6,,,,,
69.50%,7,,,,,
69.51%,8,,,,,
69.52%,7,,,,,
69.53%,9,,,,,
69.54%,7,,,,,
69.55%,7,,,,,
