"Latest: Time (s)","Latest: Magnetic Field (mT)"
4.415,-0.992073268179
4.42,-1.01643201685
4.425,-1.04079076552
4.43,-1.06121274672
4.435,-1.08138867997
4.44,-1.09787389371
4.445,-1.11411305949
4.45,-1.13035222527
4.455,-1.13428899273
4.46,-1.14659139105
4.465,-1.15889378937
4.47,-1.16283055683
4.475,-1.16701337226
4.48,-1.17513295515
4.485,-1.17513295515
4.49,-1.17095013972
4.495,-1.16701337226
4.5,-1.16701337226
4.505,-1.15889378937
4.51,-1.14659139105
4.515,-1.13847180816
4.52,-1.13035222527
4.525,-1.11411305949
4.53,-1.09787389371
4.535,-1.08557149539
4.54,-1.0570299313
4.545,-1.04497358095
4.55,-1.01643201685
4.555,-0.99601003564
4.56,-0.967468471543
4.565,-0.947292538302
4.57,-0.922933789632
4.575,-0.890209410107
4.58,-0.861667846009
4.585,-0.833372329878
4.59,-0.800647950353
4.595,-0.764232851332
4.6,-0.735691287235
4.605,-0.703212955676
4.61,-0.666551808688
4.615,-0.629890661701
4.62,-0.601349097604
4.625,-0.560751183155
4.63,-0.532209619058
4.635,-0.491611704609
4.64,-0.463070140511
4.645,-0.434528576414
4.65,-0.397867429427
4.655,-0.369571913296
4.66,-0.341030349198
4.665,-0.312488785101
4.67,-0.283947221003
4.675,-0.259588472334
4.68,-0.231046908237
4.685,-0.206688159567
4.69,-0.182329410898
4.695,-0.166090245119
4.7,-0.141731496449
4.705,-0.117126699814
4.71,-0.105070349462
4.715,-0.0846483682544
4.72,-0.0684092024749
4.725,-0.0521700366953
4.73,-0.0398676383775
4.735,-0.0196917051362
4.74,-0.0113260742801
4.745,0.000730276071408
4.75,0.00491309149947
4.755,0.021152257279
4.76,0.0292718401688
4.765,0.0332086076305
4.77,0.0415742384866
4.775,0.0496938213764
4.78,0.0536305888381
4.785,0.0578134042662
4.79,0.065932987156
4.795,0.0617501717279
4.8,0.0617501717279
4.805,0.0617501717279
4.81,0.065932987156
4.815,0.065932987156
4.82,0.0578134042662
4.825,0.0617501717279
4.83,0.0536305888381
4.835,0.0496938213764
4.84,0.0496938213764
4.845,0.0415742384866
4.85,0.0332086076305
4.855,0.021152257279
4.86,0.016969441851
4.865,0.000730276071408
4.87,-0.0113260742801
4.875,-0.0196917051362
4.88,-0.0317480554877
4.885,-0.0479872212672
4.89,-0.0642263870468
4.895,-0.0765287853646
4.9,-0.0969507665723
4.905,-0.113189932352
4.91,-0.129429098131
4.915,-0.149851079339
4.92,-0.166090245119
4.925,-0.190448993788
4.93,-0.210870974995
4.935,-0.235229723665
4.94,-0.259588472334
4.945,-0.292066803893
4.95,-0.316671600529
4.955,-0.34496711666
4.96,-0.373508680757
4.965,-0.402050244855
4.97,-0.430591808952
4.975,-0.463070140511
4.98,-0.491611704609
4.985,-0.524090036168
4.99,-0.556568367727
4.995,-0.589292747252
5,-0.625707846273
5.005,-0.654249410371
5.01,-0.68672774193
5.015,-0.723388888917
5.02,-0.747747637586
5.025,-0.784408784573
5.03,-0.817133164099
5.035,-0.841491912768
5.04,-0.870033476866
5.045,-0.898328992997
5.05,-0.931053372522
5.055,-0.951229305763
5.06,-0.975588054433
5.065,-1.00412961853
5.07,-1.02036878431
5.075,-1.04079076552
5.08,-1.06121274672
5.085,-1.0774519125
5.09,-1.08950826286
5.095,-1.10993024406
5.1,-1.12223264238
5.105,-1.13035222527
5.11,-1.13847180816
5.115,-1.14240857562
5.12,-1.15077420648
5.125,-1.15077420648
5.13,-1.15471097394
5.135,-1.15471097394
5.14,-1.15471097394
5.145,-1.14659139105
5.15,-1.14240857562
5.155,-1.13428899273
5.16,-1.12223264238
5.165,-1.1059934766
5.17,-1.09787389371
5.175,-1.08138867997
5.18,-1.06514951419
5.185,-1.04497358095
5.19,-1.02455159974
5.195,-1.00019285107
5.2,-0.975588054433
5.205,-0.951229305763
5.21,-0.931053372522
5.215,-0.898328992997
5.22,-0.870033476866
5.225,-0.841491912768
5.23,-0.812950348671
5.235,-0.780472017112
5.24,-0.747747637586
5.245,-0.719452121455
5.25,-0.68672774193
5.255,-0.654249410371
5.26,-0.621771078811
5.265,-0.593229514714
5.27,-0.560751183155
5.275,-0.528272851596
5.28,-0.499731287498
5.285,-0.467006907973
5.29,-0.438711391842
5.295,-0.410169827745
5.3,-0.385811079075
5.305,-0.357269514978
5.31,-0.32872795088
5.315,-0.304369202211
5.32,-0.280010453542
5.325,-0.251468889444
5.33,-0.231046908237
5.335,-0.206688159567
5.34,-0.18626617836
5.345,-0.166090245119
5.35,-0.149851079339
5.355,-0.129429098131
5.36,-0.113189932352
5.365,-0.0969507665723
5.37,-0.0807116007927
5.375,-0.0684092024749
5.38,-0.0521700366953
5.385,-0.0440504538055
5.39,-0.0317480554877
5.395,-0.0196917051362
5.4,-0.0113260742801
5.405,-0.0032064913903
5.41,0.00491309149947
5.415,0.016969441851
5.42,0.021152257279
5.425,0.021152257279
5.43,0.0292718401688
5.435,0.0332086076305
5.44,0.0373914230586
5.445,0.0332086076305
5.45,0.0373914230586
5.455,0.0332086076305
5.46,0.0332086076305
5.465,0.0373914230586
5.47,0.0292718401688
5.475,0.0250890247407
5.48,0.021152257279
5.485,0.021152257279
5.49,0.016969441851
5.495,0.00491309149947
5.5,0.000730276071408
5.505,-0.0032064913903
5.51,-0.0155088897081
5.515,-0.0317480554877
5.52,-0.0398676383775
5.525,-0.0521700366953
5.53,-0.0642263870468
5.535,-0.0846483682544
5.54,-0.0969507665723
5.545,-0.113189932352
5.55,-0.133611913559
5.555,-0.149851079339
5.56,-0.166090245119
5.565,-0.18626617836
5.57,-0.206688159567
5.575,-0.231046908237
5.58,-0.255651704872
5.585,-0.280010453542
5.59,-0.308552017639
5.595,-0.32872795088
5.6,-0.361452330406
5.605,-0.389747846537
5.61,-0.414352643173
5.615,-0.442648159304
5.62,-0.475372538829
5.625,-0.50366805496
5.63,-0.532209619058
5.635,-0.564687950617
5.64,-0.601349097604
5.645,-0.629890661701
5.65,-0.658432225799
5.655,-0.694847324819
5.66,-0.723388888917
5.665,-0.751930453014
5.67,-0.776289201684
5.675,-0.809013581209
5.68,-0.833372329878
5.685,-0.865850661437
5.69,-0.894392225535
5.695,-0.922933789632
5.7,-0.943109722873
